map_simple_use,premise_age,height_bucket,total_count,global_average_fc
Non Residential,"1945-1959,Post 1999",60-70m,0,
Non Residential,"1945-1959,Post 1999",7-8m,4,2.0
Non Residential,"1945-1959,Post 1999",70-80m,0,
Non Residential,"1945-1959,Post 1999",8-9m,6,2.0
Non Residential,"1945-1959,Post 1999",80-90m,0,
Non Residential,"1945-1959,Post 1999",9-10m,12,2.0
Non Residential,"1945-1959,Post 1999",90-100m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",0-2m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",10-12m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",100-200m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",12-14m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",14-16m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",16-18m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",18-20m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",2-3m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",20-25m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",25-30m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",3-4m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",30-35m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",35-40m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",4-5m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",40-45m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",45-50m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",5-6m,1,1.0
Non Residential,"1945-1959,Post 1999,Unknown date",50-55m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",55-60m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",6-7m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",60-70m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",7-8m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",70-80m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",8-9m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",80-90m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",9-10m,0,
Non Residential,"1945-1959,Post 1999,Unknown date",90-100m,0,
Non Residential,"1945-1959,Pre 1919",0-2m,0,
Non Residential,"1945-1959,Pre 1919",10-12m,319,2.169278996865204
Non Residential,"1945-1959,Pre 1919",100-200m,0,
Non Residential,"1945-1959,Pre 1919",12-14m,93,2.989247311827957
Non Residential,"1945-1959,Pre 1919",14-16m,79,3.1392405063291138
Non Residential,"1945-1959,Pre 1919",16-18m,58,3.293103448275862
Non Residential,"1945-1959,Pre 1919",18-20m,15,4.066666666666666
Non Residential,"1945-1959,Pre 1919",2-3m,0,
Non Residential,"1945-1959,Pre 1919",20-25m,24,4.208333333333333
Non Residential,"1945-1959,Pre 1919",25-30m,10,5.0
Non Residential,"1945-1959,Pre 1919",3-4m,26,1.0
Non Residential,"1945-1959,Pre 1919",30-35m,4,7.0
Non Residential,"1945-1959,Pre 1919",35-40m,2,7.0
Non Residential,"1945-1959,Pre 1919",4-5m,47,1.0
Non Residential,"1945-1959,Pre 1919",40-45m,0,
Non Residential,"1945-1959,Pre 1919",45-50m,0,
Non Residential,"1945-1959,Pre 1919",5-6m,90,1.0666666666666667
Non Residential,"1945-1959,Pre 1919",50-55m,0,
Non Residential,"1945-1959,Pre 1919",55-60m,0,
Non Residential,"1945-1959,Pre 1919",6-7m,41,1.7317073170731707
Non Residential,"1945-1959,Pre 1919",60-70m,0,
Non Residential,"1945-1959,Pre 1919",7-8m,44,2.0
Non Residential,"1945-1959,Pre 1919",70-80m,0,
Non Residential,"1945-1959,Pre 1919",8-9m,118,2.059322033898305
Non Residential,"1945-1959,Pre 1919",80-90m,0,
Non Residential,"1945-1959,Pre 1919",9-10m,302,2.0860927152317883
Non Residential,"1945-1959,Pre 1919",90-100m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",0-2m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",10-12m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",100-200m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",12-14m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",14-16m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",16-18m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",18-20m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",2-3m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",20-25m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",25-30m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",3-4m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",30-35m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",35-40m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",4-5m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",40-45m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",45-50m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",5-6m,3,1.0
Non Residential,"1945-1959,Pre 1919,Unknown date",50-55m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",55-60m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",6-7m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",60-70m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",7-8m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",70-80m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",8-9m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",80-90m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",9-10m,0,
Non Residential,"1945-1959,Pre 1919,Unknown date",90-100m,0,
Non Residential,"1945-1959,Unknown date",0-2m,0,
Non Residential,"1945-1959,Unknown date",10-12m,1,2.0
Non Residential,"1945-1959,Unknown date",100-200m,0,
Non Residential,"1945-1959,Unknown date",12-14m,0,
Non Residential,"1945-1959,Unknown date",14-16m,0,
Non Residential,"1945-1959,Unknown date",16-18m,0,
Non Residential,"1945-1959,Unknown date",18-20m,0,
Non Residential,"1945-1959,Unknown date",2-3m,0,
Non Residential,"1945-1959,Unknown date",20-25m,0,
Non Residential,"1945-1959,Unknown date",25-30m,0,
Non Residential,"1945-1959,Unknown date",3-4m,36,1.0
Non Residential,"1945-1959,Unknown date",30-35m,0,
Non Residential,"1945-1959,Unknown date",35-40m,0,
Non Residential,"1945-1959,Unknown date",4-5m,39,1.0
Non Residential,"1945-1959,Unknown date",40-45m,0,
Non Residential,"1945-1959,Unknown date",45-50m,0,
Non Residential,"1945-1959,Unknown date",5-6m,50,1.0
Non Residential,"1945-1959,Unknown date",50-55m,0,
Non Residential,"1945-1959,Unknown date",55-60m,0,
Non Residential,"1945-1959,Unknown date",6-7m,1,1.0
Non Residential,"1945-1959,Unknown date",60-70m,0,
Non Residential,"1945-1959,Unknown date",7-8m,1,2.0
Non Residential,"1945-1959,Unknown date",70-80m,0,
Non Residential,"1945-1959,Unknown date",8-9m,0,
Non Residential,"1945-1959,Unknown date",80-90m,0,
Non Residential,"1945-1959,Unknown date",9-10m,6,2.0
Non Residential,"1945-1959,Unknown date",90-100m,0,
Non Residential,1960-1979,0-2m,0,
Non Residential,1960-1979,10-12m,2928,2.273224043715847
Non Residential,1960-1979,100-200m,4,29.25
Non Residential,1960-1979,12-14m,757,3.2298546895640685
Non Residential,1960-1979,14-16m,566,3.4452296819787986
Non Residential,1960-1979,16-18m,441,3.6054421768707483
Non Residential,1960-1979,18-20m,225,4.551111111111111
Non Residential,1960-1979,2-3m,65,1.0
Non Residential,1960-1979,20-25m,381,5.125984251968504
Non Residential,1960-1979,25-30m,218,6.334862385321101
Non Residential,1960-1979,3-4m,2213,1.0
Non Residential,1960-1979,30-35m,110,7.909090909090909
Non Residential,1960-1979,35-40m,63,9.222222222222221
Non Residential,1960-1979,4-5m,3167,1.0
Non Residential,1960-1979,40-45m,14,10.428571428571429
Non Residential,1960-1979,45-50m,30,11.666666666666666
Non Residential,1960-1979,5-6m,5466,1.2105744603000366
Non Residential,1960-1979,50-55m,8,12.125
Non Residential,1960-1979,55-60m,9,15.0
Non Residential,1960-1979,6-7m,2915,1.8593481989708405
Non Residential,1960-1979,60-70m,10,16.3
Non Residential,1960-1979,7-8m,4002,2.0059970014992503
Non Residential,1960-1979,70-80m,1,20.0
Non Residential,1960-1979,8-9m,5253,2.0266514372739386
Non Residential,1960-1979,80-90m,5,25.2
Non Residential,1960-1979,9-10m,4566,2.094393342093736
Non Residential,1960-1979,90-100m,2,30.5
Non Residential,"1960-1979,1980-1989",0-2m,0,
Non Residential,"1960-1979,1980-1989",10-12m,1,2.0
Non Residential,"1960-1979,1980-1989",100-200m,0,
Non Residential,"1960-1979,1980-1989",12-14m,0,
Non Residential,"1960-1979,1980-1989",14-16m,0,
Non Residential,"1960-1979,1980-1989",16-18m,0,
Non Residential,"1960-1979,1980-1989",18-20m,0,
Non Residential,"1960-1979,1980-1989",2-3m,0,
Non Residential,"1960-1979,1980-1989",20-25m,0,
Non Residential,"1960-1979,1980-1989",25-30m,0,
Non Residential,"1960-1979,1980-1989",3-4m,0,
Non Residential,"1960-1979,1980-1989",30-35m,0,
Non Residential,"1960-1979,1980-1989",35-40m,0,
Non Residential,"1960-1979,1980-1989",4-5m,0,
Non Residential,"1960-1979,1980-1989",40-45m,0,
Non Residential,"1960-1979,1980-1989",45-50m,0,
Non Residential,"1960-1979,1980-1989",5-6m,0,
Non Residential,"1960-1979,1980-1989",50-55m,0,
Non Residential,"1960-1979,1980-1989",55-60m,0,
Non Residential,"1960-1979,1980-1989",6-7m,0,
Non Residential,"1960-1979,1980-1989",60-70m,0,
Non Residential,"1960-1979,1980-1989",7-8m,0,
Non Residential,"1960-1979,1980-1989",70-80m,0,
Non Residential,"1960-1979,1980-1989",8-9m,1,2.0
Non Residential,"1960-1979,1980-1989",80-90m,0,
Non Residential,"1960-1979,1980-1989",9-10m,0,
Non Residential,"1960-1979,1980-1989",90-100m,0,
Non Residential,"1960-1979,Pre 1919",0-2m,0,
Non Residential,"1960-1979,Pre 1919",10-12m,0,
Non Residential,"1960-1979,Pre 1919",100-200m,0,
Non Residential,"1960-1979,Pre 1919",12-14m,1,3.0
Non Residential,"1960-1979,Pre 1919",14-16m,0,
Non Residential,"1960-1979,Pre 1919",16-18m,0,
Non Residential,"1960-1979,Pre 1919",18-20m,0,
Non Residential,"1960-1979,Pre 1919",2-3m,0,
Non Residential,"1960-1979,Pre 1919",20-25m,0,
Non Residential,"1960-1979,Pre 1919",25-30m,0,
Non Residential,"1960-1979,Pre 1919",3-4m,0,
Non Residential,"1960-1979,Pre 1919",30-35m,0,
Non Residential,"1960-1979,Pre 1919",35-40m,0,
Non Residential,"1960-1979,Pre 1919",4-5m,0,
Non Residential,"1960-1979,Pre 1919",40-45m,0,
Non Residential,"1960-1979,Pre 1919",45-50m,0,
Non Residential,"1960-1979,Pre 1919",5-6m,0,
Non Residential,"1960-1979,Pre 1919",50-55m,0,
Non Residential,"1960-1979,Pre 1919",55-60m,0,
Non Residential,"1960-1979,Pre 1919",6-7m,0,
Non Residential,"1960-1979,Pre 1919",60-70m,0,
Non Residential,"1960-1979,Pre 1919",7-8m,0,
Non Residential,"1960-1979,Pre 1919",70-80m,0,
Non Residential,"1960-1979,Pre 1919",8-9m,0,
Non Residential,"1960-1979,Pre 1919",80-90m,0,
Non Residential,"1960-1979,Pre 1919",9-10m,0,
Non Residential,"1960-1979,Pre 1919",90-100m,0,
Non Residential,"1960-1979,Unknown date",0-2m,0,
Non Residential,"1960-1979,Unknown date",10-12m,0,
Non Residential,"1960-1979,Unknown date",100-200m,0,
Non Residential,"1960-1979,Unknown date",12-14m,0,
Non Residential,"1960-1979,Unknown date",14-16m,1,3.0
Non Residential,"1960-1979,Unknown date",16-18m,1,4.0
Non Residential,"1960-1979,Unknown date",18-20m,0,
Non Residential,"1960-1979,Unknown date",2-3m,0,
Non Residential,"1960-1979,Unknown date",20-25m,0,
Non Residential,"1960-1979,Unknown date",25-30m,0,
Non Residential,"1960-1979,Unknown date",3-4m,1,1.0
Non Residential,"1960-1979,Unknown date",30-35m,0,
Non Residential,"1960-1979,Unknown date",35-40m,0,
Non Residential,"1960-1979,Unknown date",4-5m,4,1.0
Non Residential,"1960-1979,Unknown date",40-45m,0,
Non Residential,"1960-1979,Unknown date",45-50m,0,
Non Residential,"1960-1979,Unknown date",5-6m,11,1.0
Non Residential,"1960-1979,Unknown date",50-55m,0,
Non Residential,"1960-1979,Unknown date",55-60m,0,
Non Residential,"1960-1979,Unknown date",6-7m,0,
Non Residential,"1960-1979,Unknown date",60-70m,0,
Non Residential,"1960-1979,Unknown date",7-8m,0,
Non Residential,"1960-1979,Unknown date",70-80m,0,
Non Residential,"1960-1979,Unknown date",8-9m,1,2.0
Non Residential,"1960-1979,Unknown date",80-90m,0,
Non Residential,"1960-1979,Unknown date",9-10m,1,2.0
Non Residential,"1960-1979,Unknown date",90-100m,0,
Non Residential,1980-1989,0-2m,0,
Non Residential,1980-1989,10-12m,7236,2.291735765616363
Non Residential,1980-1989,100-200m,8,32.5
Non Residential,1980-1989,12-14m,2008,3.193725099601594
Non Residential,1980-1989,14-16m,1496,3.4171122994652405
Non Residential,1980-1989,16-18m,1511,3.6154864328259433
Non Residential,1980-1989,18-20m,518,4.513513513513513
Non Residential,1980-1989,2-3m,499,1.0
Non Residential,1980-1989,20-25m,805,4.888198757763975
Non Residential,1980-1989,25-30m,449,6.0
Non Residential,1980-1989,3-4m,7204,1.0
Non Residential,1980-1989,30-35m,236,7.1525423728813555
Non Residential,1980-1989,35-40m,165,8.248484848484848
Non Residential,1980-1989,4-5m,6663,1.0
Non Residential,1980-1989,40-45m,97,9.257731958762887
Non Residential,1980-1989,45-50m,57,10.473684210526315
Non Residential,1980-1989,5-6m,8221,1.105826541783238
Non Residential,1980-1989,50-55m,17,12.058823529411764
Non Residential,1980-1989,55-60m,22,12.318181818181818
Non Residential,1980-1989,6-7m,2454,1.6951915240423798
Non Residential,1980-1989,60-70m,26,15.153846153846153
Non Residential,1980-1989,7-8m,3200,2.021875
Non Residential,1980-1989,70-80m,24,16.416666666666668
Non Residential,1980-1989,8-9m,6005,2.06044962531224
Non Residential,1980-1989,80-90m,13,18.076923076923077
Non Residential,1980-1989,9-10m,7415,2.108968307484828
Non Residential,1980-1989,90-100m,8,19.25
Non Residential,"1980-1989,1990-1999",0-2m,0,
Non Residential,"1980-1989,1990-1999",10-12m,1,2.0
Non Residential,"1980-1989,1990-1999",100-200m,0,
Non Residential,"1980-1989,1990-1999",12-14m,0,
Non Residential,"1980-1989,1990-1999",14-16m,0,
Non Residential,"1980-1989,1990-1999",16-18m,0,
Non Residential,"1980-1989,1990-1999",18-20m,0,
Non Residential,"1980-1989,1990-1999",2-3m,0,
Non Residential,"1980-1989,1990-1999",20-25m,0,
Non Residential,"1980-1989,1990-1999",25-30m,0,
Non Residential,"1980-1989,1990-1999",3-4m,0,
Non Residential,"1980-1989,1990-1999",30-35m,0,
Non Residential,"1980-1989,1990-1999",35-40m,0,
Non Residential,"1980-1989,1990-1999",4-5m,0,
Non Residential,"1980-1989,1990-1999",40-45m,0,
Non Residential,"1980-1989,1990-1999",45-50m,0,
Non Residential,"1980-1989,1990-1999",5-6m,0,
Non Residential,"1980-1989,1990-1999",50-55m,0,
Non Residential,"1980-1989,1990-1999",55-60m,0,
Non Residential,"1980-1989,1990-1999",6-7m,0,
Non Residential,"1980-1989,1990-1999",60-70m,0,
Non Residential,"1980-1989,1990-1999",7-8m,0,
Non Residential,"1980-1989,1990-1999",70-80m,0,
Non Residential,"1980-1989,1990-1999",8-9m,0,
Non Residential,"1980-1989,1990-1999",80-90m,0,
Non Residential,"1980-1989,1990-1999",9-10m,0,
Non Residential,"1980-1989,1990-1999",90-100m,0,
Non Residential,"1980-1989,Post 1999",0-2m,0,
Non Residential,"1980-1989,Post 1999",10-12m,0,
Non Residential,"1980-1989,Post 1999",100-200m,0,
Non Residential,"1980-1989,Post 1999",12-14m,0,
Non Residential,"1980-1989,Post 1999",14-16m,0,
Non Residential,"1980-1989,Post 1999",16-18m,0,
Non Residential,"1980-1989,Post 1999",18-20m,0,
Non Residential,"1980-1989,Post 1999",2-3m,0,
Non Residential,"1980-1989,Post 1999",20-25m,1,5.0
Non Residential,"1980-1989,Post 1999",25-30m,0,
Non Residential,"1980-1989,Post 1999",3-4m,0,
Non Residential,"1980-1989,Post 1999",30-35m,0,
Non Residential,"1980-1989,Post 1999",35-40m,0,
Non Residential,"1980-1989,Post 1999",4-5m,0,
Non Residential,"1980-1989,Post 1999",40-45m,0,
Non Residential,"1980-1989,Post 1999",45-50m,0,
Non Residential,"1980-1989,Post 1999",5-6m,0,
Non Residential,"1980-1989,Post 1999",50-55m,0,
Non Residential,"1980-1989,Post 1999",55-60m,0,
Non Residential,"1980-1989,Post 1999",6-7m,0,
Non Residential,"1980-1989,Post 1999",60-70m,0,
Non Residential,"1980-1989,Post 1999",7-8m,0,
Non Residential,"1980-1989,Post 1999",70-80m,0,
Non Residential,"1980-1989,Post 1999",8-9m,0,
Non Residential,"1980-1989,Post 1999",80-90m,0,
Non Residential,"1980-1989,Post 1999",9-10m,0,
Non Residential,"1980-1989,Post 1999",90-100m,0,
Non Residential,"1980-1989,Pre 1919",0-2m,0,
Non Residential,"1980-1989,Pre 1919",10-12m,255,2.176470588235294
Non Residential,"1980-1989,Pre 1919",100-200m,0,
Non Residential,"1980-1989,Pre 1919",12-14m,83,3.0240963855421685
Non Residential,"1980-1989,Pre 1919",14-16m,58,3.2241379310344827
Non Residential,"1980-1989,Pre 1919",16-18m,45,3.2444444444444445
Non Residential,"1980-1989,Pre 1919",18-20m,19,3.9473684210526314
Non Residential,"1980-1989,Pre 1919",2-3m,0,
Non Residential,"1980-1989,Pre 1919",20-25m,29,4.344827586206897
Non Residential,"1980-1989,Pre 1919",25-30m,24,5.75
Non Residential,"1980-1989,Pre 1919",3-4m,11,1.0
Non Residential,"1980-1989,Pre 1919",30-35m,4,6.0
Non Residential,"1980-1989,Pre 1919",35-40m,7,6.714285714285714
Non Residential,"1980-1989,Pre 1919",4-5m,18,1.0
Non Residential,"1980-1989,Pre 1919",40-45m,4,8.25
Non Residential,"1980-1989,Pre 1919",45-50m,0,
Non Residential,"1980-1989,Pre 1919",5-6m,32,1.125
Non Residential,"1980-1989,Pre 1919",50-55m,0,
Non Residential,"1980-1989,Pre 1919",55-60m,0,
Non Residential,"1980-1989,Pre 1919",6-7m,18,1.7777777777777777
Non Residential,"1980-1989,Pre 1919",60-70m,0,
Non Residential,"1980-1989,Pre 1919",7-8m,23,2.0434782608695654
Non Residential,"1980-1989,Pre 1919",70-80m,0,
Non Residential,"1980-1989,Pre 1919",8-9m,75,2.1066666666666665
Non Residential,"1980-1989,Pre 1919",80-90m,0,
Non Residential,"1980-1989,Pre 1919",9-10m,152,2.0789473684210527
Non Residential,"1980-1989,Pre 1919",90-100m,0,
Non Residential,"1980-1989,Unknown date",0-2m,0,
Non Residential,"1980-1989,Unknown date",10-12m,1,2.0
Non Residential,"1980-1989,Unknown date",100-200m,0,
Non Residential,"1980-1989,Unknown date",12-14m,0,
Non Residential,"1980-1989,Unknown date",14-16m,0,
Non Residential,"1980-1989,Unknown date",16-18m,1,4.0
Non Residential,"1980-1989,Unknown date",18-20m,1,4.0
Non Residential,"1980-1989,Unknown date",2-3m,1,1.0
Non Residential,"1980-1989,Unknown date",20-25m,1,4.0
Non Residential,"1980-1989,Unknown date",25-30m,0,
Non Residential,"1980-1989,Unknown date",3-4m,24,1.0
Non Residential,"1980-1989,Unknown date",30-35m,0,
Non Residential,"1980-1989,Unknown date",35-40m,0,
Non Residential,"1980-1989,Unknown date",4-5m,21,1.0
Non Residential,"1980-1989,Unknown date",40-45m,0,
Non Residential,"1980-1989,Unknown date",45-50m,0,
Non Residential,"1980-1989,Unknown date",5-6m,21,1.0
Non Residential,"1980-1989,Unknown date",50-55m,0,
Non Residential,"1980-1989,Unknown date",55-60m,0,
Non Residential,"1980-1989,Unknown date",6-7m,2,1.5
Non Residential,"1980-1989,Unknown date",60-70m,0,
Non Residential,"1980-1989,Unknown date",7-8m,0,
Non Residential,"1980-1989,Unknown date",70-80m,0,
Non Residential,"1980-1989,Unknown date",8-9m,1,2.0
Non Residential,"1980-1989,Unknown date",80-90m,0,
Non Residential,"1980-1989,Unknown date",9-10m,2,2.0
Non Residential,"1980-1989,Unknown date",90-100m,0,
Non Residential,1990-1999,0-2m,0,
Non Residential,1990-1999,10-12m,2215,2.259593679458239
Non Residential,1990-1999,100-200m,1,32.0
Non Residential,1990-1999,12-14m,601,3.2262895174708817
Non Residential,1990-1999,14-16m,444,3.364864864864865
Non Residential,1990-1999,16-18m,390,3.51025641025641
Non Residential,1990-1999,18-20m,139,4.323741007194244
Non Residential,1990-1999,2-3m,21,1.0
Non Residential,1990-1999,20-25m,208,4.961538461538462
Non Residential,1990-1999,25-30m,116,6.094827586206897
Non Residential,1990-1999,3-4m,354,1.0
Non Residential,1990-1999,30-35m,59,7.067796610169491
Non Residential,1990-1999,35-40m,24,8.0
Non Residential,1990-1999,4-5m,678,1.0
Non Residential,1990-1999,40-45m,14,9.785714285714286
Non Residential,1990-1999,45-50m,11,9.545454545454545
Non Residential,1990-1999,5-6m,1351,1.1850481125092525
Non Residential,1990-1999,50-55m,6,11.166666666666666
Non Residential,1990-1999,55-60m,4,13.25
Non Residential,1990-1999,6-7m,597,1.812395309882747
Non Residential,1990-1999,60-70m,5,18.2
Non Residential,1990-1999,7-8m,1504,2.012632978723404
Non Residential,1990-1999,70-80m,2,19.0
Non Residential,1990-1999,8-9m,2424,2.040016501650165
Non Residential,1990-1999,80-90m,0,
Non Residential,1990-1999,9-10m,2822,2.0896527285613042
Non Residential,1990-1999,90-100m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",0-2m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",10-12m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",100-200m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",12-14m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",14-16m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",16-18m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",18-20m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",2-3m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",20-25m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",25-30m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",3-4m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",30-35m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",35-40m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",4-5m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",40-45m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",45-50m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",5-6m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",50-55m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",55-60m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",6-7m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",60-70m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",7-8m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",70-80m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",8-9m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",80-90m,0,
Non Residential,"1990-1999,Post 1999,Pre 1919",9-10m,1,2.0
Non Residential,"1990-1999,Post 1999,Pre 1919",90-100m,0,
Non Residential,"1990-1999,Pre 1919",0-2m,0,
Non Residential,"1990-1999,Pre 1919",10-12m,23,2.1739130434782608
Non Residential,"1990-1999,Pre 1919",100-200m,0,
Non Residential,"1990-1999,Pre 1919",12-14m,7,3.0
Non Residential,"1990-1999,Pre 1919",14-16m,3,3.0
Non Residential,"1990-1999,Pre 1919",16-18m,3,3.0
Non Residential,"1990-1999,Pre 1919",18-20m,2,3.5
Non Residential,"1990-1999,Pre 1919",2-3m,0,
Non Residential,"1990-1999,Pre 1919",20-25m,1,5.0
Non Residential,"1990-1999,Pre 1919",25-30m,0,
Non Residential,"1990-1999,Pre 1919",3-4m,2,1.0
Non Residential,"1990-1999,Pre 1919",30-35m,0,
Non Residential,"1990-1999,Pre 1919",35-40m,0,
Non Residential,"1990-1999,Pre 1919",4-5m,2,1.0
Non Residential,"1990-1999,Pre 1919",40-45m,0,
Non Residential,"1990-1999,Pre 1919",45-50m,0,
Non Residential,"1990-1999,Pre 1919",5-6m,1,1.0
Non Residential,"1990-1999,Pre 1919",50-55m,0,
Non Residential,"1990-1999,Pre 1919",55-60m,0,
Non Residential,"1990-1999,Pre 1919",6-7m,0,
Non Residential,"1990-1999,Pre 1919",60-70m,0,
Non Residential,"1990-1999,Pre 1919",7-8m,3,2.0
Non Residential,"1990-1999,Pre 1919",70-80m,0,
Non Residential,"1990-1999,Pre 1919",8-9m,10,2.0
Non Residential,"1990-1999,Pre 1919",80-90m,0,
Non Residential,"1990-1999,Pre 1919",9-10m,13,2.0
Non Residential,"1990-1999,Pre 1919",90-100m,0,
Non Residential,"1990-1999,Unknown date",0-2m,0,
Non Residential,"1990-1999,Unknown date",10-12m,0,
Non Residential,"1990-1999,Unknown date",100-200m,0,
Non Residential,"1990-1999,Unknown date",12-14m,0,
Non Residential,"1990-1999,Unknown date",14-16m,0,
Non Residential,"1990-1999,Unknown date",16-18m,0,
Non Residential,"1990-1999,Unknown date",18-20m,0,
Non Residential,"1990-1999,Unknown date",2-3m,0,
Non Residential,"1990-1999,Unknown date",20-25m,0,
Non Residential,"1990-1999,Unknown date",25-30m,0,
Non Residential,"1990-1999,Unknown date",3-4m,0,
Non Residential,"1990-1999,Unknown date",30-35m,0,
Non Residential,"1990-1999,Unknown date",35-40m,0,
Non Residential,"1990-1999,Unknown date",4-5m,0,
Non Residential,"1990-1999,Unknown date",40-45m,0,
Non Residential,"1990-1999,Unknown date",45-50m,0,
Non Residential,"1990-1999,Unknown date",5-6m,3,1.0
Non Residential,"1990-1999,Unknown date",50-55m,0,
Non Residential,"1990-1999,Unknown date",55-60m,0,
Non Residential,"1990-1999,Unknown date",6-7m,1,1.0
Non Residential,"1990-1999,Unknown date",60-70m,0,
Non Residential,"1990-1999,Unknown date",7-8m,0,
Non Residential,"1990-1999,Unknown date",70-80m,0,
Non Residential,"1990-1999,Unknown date",8-9m,0,
Non Residential,"1990-1999,Unknown date",80-90m,0,
Non Residential,"1990-1999,Unknown date",9-10m,0,
Non Residential,"1990-1999,Unknown date",90-100m,0,
Non Residential,Post 1999,0-2m,0,
Non Residential,Post 1999,10-12m,5151,2.2127742185983306
Non Residential,Post 1999,100-200m,4,29.25
Non Residential,Post 1999,12-14m,1274,3.358712715855573
Non Residential,Post 1999,14-16m,1003,3.604187437686939
Non Residential,Post 1999,16-18m,821,3.7295980511571254
Non Residential,Post 1999,18-20m,285,4.824561403508772
Non Residential,Post 1999,2-3m,237,1.0
Non Residential,Post 1999,20-25m,477,5.218029350104822
Non Residential,Post 1999,25-30m,273,6.285714285714286
Non Residential,Post 1999,3-4m,1077,1.0
Non Residential,Post 1999,30-35m,110,7.709090909090909
Non Residential,Post 1999,35-40m,64,8.46875
Non Residential,Post 1999,4-5m,1310,1.0
Non Residential,Post 1999,40-45m,42,10.238095238095237
Non Residential,Post 1999,45-50m,24,12.458333333333334
Non Residential,Post 1999,5-6m,3094,1.2931480284421462
Non Residential,Post 1999,50-55m,20,13.15
