,map_simple_use,premise_age,height_bucket,weighted_average_floor_count
2096,Non Residential,"Post 1999,Pre 1919",9-10m,2.0
2097,Non Residential,"Post 1999,Pre 1919",10-12m,2.0
2102,Non Residential,"Post 1999,Pre 1919",30-40m,5.0
2108,Non Residential,"Post 1999,Unknown date",3-4m,1.0
2109,Non Residential,"Post 1999,Unknown date",4-5m,1.0
2110,Non Residential,"Post 1999,Unknown date",5-6m,1.0
2111,Non Residential,"Post 1999,Unknown date",6-7m,1.0
2112,Non Residential,"Post 1999,Unknown date",7-8m,1.0
2113,Non Residential,"Post 1999,Unknown date",8-9m,1.0625
2114,Non Residential,"Post 1999,Unknown date",9-10m,1.0909090909090908
2115,Non Residential,"Post 1999,Unknown date",10-12m,1.125
2116,Non Residential,"Post 1999,Unknown date",12-14m,1.0
2117,Non Residential,"Post 1999,Unknown date",14-18m,2.0
2119,Non Residential,"Post 1999,Unknown date",20-30m,1.0
2126,Non Residential,Pre 1837,3-4m,1.5714285714285714
2127,Non Residential,Pre 1837,4-5m,1.4722222222222223
2128,Non Residential,Pre 1837,5-6m,1.639344262295082
2129,Non Residential,Pre 1837,6-7m,1.763779527559055
2130,Non Residential,Pre 1837,7-8m,1.784037558685446
2131,Non Residential,Pre 1837,8-9m,1.871345029239766
2132,Non Residential,Pre 1837,9-10m,2.0275800711743774
2133,Non Residential,Pre 1837,10-12m,2.220779220779221
2134,Non Residential,Pre 1837,12-14m,2.470343392299688
2135,Non Residential,Pre 1837,14-18m,2.427830596369922
2136,Non Residential,Pre 1837,18-20m,2.4803149606299213
2137,Non Residential,Pre 1837,20-30m,2.8221476510067114
2138,Non Residential,Pre 1837,30-40m,2.893617021276596
2139,Non Residential,Pre 1837,40-50m,2.215686274509804
2140,Non Residential,Pre 1837,50-100m,2.341463414634146
2141,Non Residential,Pre 1837,100-200m,6.0
2142,Non Residential,Pre 1919,0-2m,1.8362573099415205
2143,Non Residential,Pre 1919,2-3m,1.7383177570093458
2144,Non Residential,Pre 1919,3-4m,1.8243130724396337
2145,Non Residential,Pre 1919,4-5m,1.581237911025145
2146,Non Residential,Pre 1919,5-6m,1.4927536231884058
2147,Non Residential,Pre 1919,6-7m,1.5562884784520667
2148,Non Residential,Pre 1919,7-8m,1.6548275862068966
2149,Non Residential,Pre 1919,8-9m,1.7036918651110755
2150,Non Residential,Pre 1919,9-10m,1.7931794605809128
2151,Non Residential,Pre 1919,10-12m,1.9957213531220752
2152,Non Residential,Pre 1919,12-14m,2.2295561697284993
2153,Non Residential,Pre 1919,14-18m,2.3044720360399955
2154,Non Residential,Pre 1919,18-20m,2.5530371713508613
2155,Non Residential,Pre 1919,20-30m,3.3228978526991773
2156,Non Residential,Pre 1919,30-40m,3.7144992526158447
2157,Non Residential,Pre 1919,40-50m,3.8495297805642634
2158,Non Residential,Pre 1919,50-100m,3.9073359073359075
2159,Non Residential,Pre 1919,100-200m,4.48
2162,Non Residential,"Pre 1919,Unknown date",3-4m,1.0
2163,Non Residential,"Pre 1919,Unknown date",4-5m,1.0
2165,Non Residential,"Pre 1919,Unknown date",6-7m,1.125
2166,Non Residential,"Pre 1919,Unknown date",7-8m,1.0
2167,Non Residential,"Pre 1919,Unknown date",8-9m,1.0476190476190477
2168,Non Residential,"Pre 1919,Unknown date",9-10m,1.0714285714285714
2169,Non Residential,"Pre 1919,Unknown date",10-12m,1.1666666666666667
2170,Non Residential,"Pre 1919,Unknown date",12-14m,1.2222222222222223
2171,Non Residential,"Pre 1919,Unknown date",14-18m,1.0
2178,Non Residential,Unknown date,0-2m,1.014807502467917
2179,Non Residential,Unknown date,2-3m,1.0021402860200408
2180,Non Residential,Unknown date,3-4m,2.525506129926253
2181,Non Residential,Unknown date,4-5m,2.2152471571130192
2182,Non Residential,Unknown date,5-6m,2.3637006898991686
2183,Non Residential,Unknown date,6-7m,2.4113358419567263
2184,Non Residential,Unknown date,7-8m,2.1506574141709276
2185,Non Residential,Unknown date,8-9m,1.8683574879227054
2186,Non Residential,Unknown date,9-10m,1.9035437057036788
2187,Non Residential,Unknown date,10-12m,2.0574173538089116
2188,Non Residential,Unknown date,12-14m,1.314163924618606
2189,Non Residential,Unknown date,14-18m,2.7219908784453697
2190,Non Residential,Unknown date,18-20m,1.6230845279288186
2191,Non Residential,Unknown date,20-30m,5.354194407456724
2192,Non Residential,Unknown date,30-40m,7.437810945273632
2193,Non Residential,Unknown date,40-50m,8.830769230769231
2194,Non Residential,Unknown date,50-100m,10.658227848101266
2195,Non Residential,Unknown date,100-200m,14.0
2196,Residential,1837-1869,0-2m,2.0
2197,Residential,1837-1869,2-3m,2.0317460317460316
2198,Residential,1837-1869,3-4m,2.3559322033898304
2199,Residential,1837-1869,4-5m,2.011453744493392
2200,Residential,1837-1869,5-6m,1.9705591291439881
2201,Residential,1837-1869,6-7m,2.006094773731525
2202,Residential,1837-1869,7-8m,1.9997003835091083
2203,Residential,1837-1869,8-9m,2.022915445486518
2204,Residential,1837-1869,9-10m,2.050048106358786
2205,Residential,1837-1869,10-12m,2.206375743836781
2206,Residential,1837-1869,12-14m,2.5025318398035905
2207,Residential,1837-1869,14-18m,3.1888955771490815
2208,Residential,1837-1869,18-20m,3.888777267508611
2209,Residential,1837-1869,20-30m,3.9837844428188247
2210,Residential,1837-1869,30-40m,3.915766738660907
2211,Residential,1837-1869,40-50m,2.5
2212,Residential,1837-1869,50-100m,3.5
2232,Residential,1870-1918,0-2m,2.050488599348534
2233,Residential,1870-1918,2-3m,2.022561863173217
2234,Residential,1870-1918,3-4m,1.9615986584684182
2235,Residential,1870-1918,4-5m,1.966891064871481
2236,Residential,1870-1918,5-6m,1.9093333880465335
2237,Residential,1870-1918,6-7m,1.9819744869661675
2238,Residential,1870-1918,7-8m,1.9743465634075508
2239,Residential,1870-1918,8-9m,2.015009039819835
2240,Residential,1870-1918,9-10m,2.024335661940963
2241,Residential,1870-1918,10-12m,2.1070461521908883
2242,Residential,1870-1918,12-14m,2.2955285258870393
2243,Residential,1870-1918,14-18m,2.8277820300733314
2244,Residential,1870-1918,18-20m,3.6364826752618855
2245,Residential,1870-1918,20-30m,4.057924376508447
2246,Residential,1870-1918,30-40m,4.132075471698113
2247,Residential,1870-1918,40-50m,5.722222222222222
2248,Residential,1870-1918,50-100m,10.166666666666666
2249,Residential,1870-1918,100-200m,4.333333333333333
2250,Residential,1919-1944,0-2m,2.0
2251,Residential,1919-1944,2-3m,2.00529701097238
2252,Residential,1919-1944,3-4m,1.9942943266228872
2253,Residential,1919-1944,4-5m,1.9490722618022391
2254,Residential,1919-1944,5-6m,1.8540921563061785
2255,Residential,1919-1944,6-7m,1.9606001478554895
2256,Residential,1919-1944,7-8m,1.984331096196868
2257,Residential,1919-1944,8-9m,1.996246162757023
2258,Residential,1919-1944,9-10m,2.015280384030208
2259,Residential,1919-1944,10-12m,2.048804803253092
2260,Residential,1919-1944,12-14m,2.24262508435361
2261,Residential,1919-1944,14-18m,2.673326486789282
2262,Residential,1919-1944,18-20m,3.638996138996139
2263,Residential,1919-1944,20-30m,3.912350597609562
2264,Residential,1919-1944,30-40m,4.115942028985507
2265,Residential,1919-1944,40-50m,2.4285714285714284
2266,Residential,1919-1944,50-100m,3.830508474576271
2267,Residential,1919-1944,100-200m,3.1818181818181817
2646,Residential,1945-1959,0-2m,2.037150127226463
2647,Residential,1945-1959,2-3m,2.0299661672305462
2648,Residential,1945-1959,3-4m,2.0201458702937116
2649,Residential,1945-1959,4-5m,1.8714658925979681
2650,Residential,1945-1959,5-6m,1.7195113245836775
2651,Residential,1945-1959,6-7m,1.9328706703548622
2652,Residential,1945-1959,7-8m,1.9848994769907724
2653,Residential,1945-1959,8-9m,1.9799210019672817
2654,Residential,1945-1959,9-10m,2.0251642327704276
2655,Residential,1945-1959,10-12m,2.3361310384589937
2656,Residential,1945-1959,12-14m,2.992059528565721
2657,Residential,1945-1959,14-18m,3.366605934409162
2658,Residential,1945-1959,18-20m,4.262574595055414
2659,Residential,1945-1959,20-30m,5.350978970268311
2660,Residential,1945-1959,30-40m,7.965870307167235
2661,Residential,1945-1959,40-50m,9.049382716049383
2662,Residential,1945-1959,50-100m,6.515151515151516
2663,Residential,1945-1959,100-200m,5.285714285714286
2898,Residential,1960-1979,0-2m,2.138152610441767
2899,Residential,1960-1979,2-3m,2.123141960998227
2900,Residential,1960-1979,3-4m,2.117039158314138
2901,Residential,1960-1979,4-5m,1.849199211475395
2902,Residential,1960-1979,5-6m,1.7564630200887819
2903,Residential,1960-1979,6-7m,1.980919871551746
2904,Residential,1960-1979,7-8m,1.986127538566072
2905,Residential,1960-1979,8-9m,1.9772319566985537
2906,Residential,1960-1979,9-10m,2.0666519430015087
2907,Residential,1960-1979,10-12m,2.5805598585488743
2908,Residential,1960-1979,12-14m,3.034620159963041
2909,Residential,1960-1979,14-18m,3.331855249745158
2910,Residential,1960-1979,18-20m,3.857324435970766
2911,Residential,1960-1979,20-30m,5.282007343941248
2912,Residential,1960-1979,30-40m,10.338745387453875
2913,Residential,1960-1979,40-50m,13.282303370786517
2914,Residential,1960-1979,50-100m,14.775244299674267
2915,Residential,1960-1979,100-200m,14.304347826086957
2970,Residential,1980-1989,0-2m,2.10479375696767
2971,Residential,1980-1989,2-3m,2.046090108751942
2972,Residential,1980-1989,3-4m,2.0850271972516463
2973,Residential,1980-1989,4-5m,1.9104253791238963
2974,Residential,1980-1989,5-6m,1.7672849119826326
2975,Residential,1980-1989,6-7m,1.989913968880505
2976,Residential,1980-1989,7-8m,1.9854053281842605
2977,Residential,1980-1989,8-9m,2.0107046798419246
2978,Residential,1980-1989,9-10m,2.08738586717829
2979,Residential,1980-1989,10-12m,2.6768673134489847
2980,Residential,1980-1989,12-14m,3.138475266298589
2981,Residential,1980-1989,14-18m,3.375408707623473
2982,Residential,1980-1989,18-20m,3.8044930176077716
2983,Residential,1980-1989,20-30m,4.624027237354086
2984,Residential,1980-1989,30-40m,7.963636363636364
2985,Residential,1980-1989,40-50m,9.645833333333334
2986,Residential,1980-1989,50-100m,5.314685314685315
2987,Residential,1980-1989,100-200m,8.37037037037037
3078,Residential,1990-1999,0-2m,2.0059880239520957
3079,Residential,1990-1999,2-3m,2.0264900662251657
3080,Residential,1990-1999,3-4m,1.9435028248587571
3081,Residential,1990-1999,4-5m,1.8763720890189832
3082,Residential,1990-1999,5-6m,1.7470695608189835
3083,Residential,1990-1999,6-7m,1.9541204018430396
3084,Residential,1990-1999,7-8m,1.9674230509997754
3085,Residential,1990-1999,8-9m,2.006892794621295
3086,Residential,1990-1999,9-10m,2.043772972675692
3087,Residential,1990-1999,10-12m,2.473654557479852
3088,Residential,1990-1999,12-14m,2.913228614685844
3089,Residential,1990-1999,14-18m,3.2954545454545454
3090,Residential,1990-1999,18-20m,3.6068796068796067
3091,Residential,1990-1999,20-30m,4.400770712909441
3092,Residential,1990-1999,30-40m,7.655913978494624
3093,Residential,1990-1999,40-50m,7.636363636363637
3094,Residential,1990-1999,50-100m,5.166666666666667
3095,Residential,1990-1999,100-200m,3.5314285714285716
3168,Residential,Post 1999,0-2m,2.1292337256785974
3169,Residential,Post 1999,2-3m,2.138337012509198
3170,Residential,Post 1999,3-4m,1.8970345963756179
3171,Residential,Post 1999,4-5m,1.932355338223309
3172,Residential,Post 1999,5-6m,1.6332437415313534
3173,Residential,Post 1999,6-7m,1.9515759312320917
3174,Residential,Post 1999,7-8m,1.9665161540482057
3175,Residential,Post 1999,8-9m,2.020968155275068
3176,Residential,Post 1999,9-10m,2.052737491235722
3177,Residential,Post 1999,10-12m,2.5320966265443072
3178,Residential,Post 1999,12-14m,2.965445807093139
3179,Residential,Post 1999,14-18m,3.5408312207113775
3180,Residential,Post 1999,18-20m,4.071691176470588
3181,Residential,Post 1999,20-30m,4.892701788303528
3182,Residential,Post 1999,30-40m,7.970108695652174
3183,Residential,Post 1999,40-50m,8.126666666666667
3184,Residential,Post 1999,50-100m,8.443965517241379
3185,Residential,Post 1999,100-200m,13.76923076923077
3222,Residential,Pre 1837,0-2m,2.0
3223,Residential,Pre 1837,2-3m,2.076923076923077
3224,Residential,Pre 1837,3-4m,2.2285115303983227
3225,Residential,Pre 1837,4-5m,1.9887260428410372
3226,Residential,Pre 1837,5-6m,1.8573763792398856
3227,Residential,Pre 1837,6-7m,1.9667158550582062
3228,Residential,Pre 1837,7-8m,1.935838215412348
3229,Residential,Pre 1837,8-9m,2.0440496471160867
3230,Residential,Pre 1837,9-10m,2.0744814728501515
3231,Residential,Pre 1837,10-12m,2.4132475750816953
3232,Residential,Pre 1837,12-14m,2.621427839803339
3233,Residential,Pre 1837,14-18m,3.1947463768115942
3234,Residential,Pre 1837,18-20m,3.961351186853317
3235,Residential,Pre 1837,20-30m,3.977864233968339
3236,Residential,Pre 1837,30-40m,3.8271604938271606
3237,Residential,Pre 1837,40-50m,6.0
3238,Residential,Pre 1837,50-100m,3.0
3239,Residential,Pre 1837,100-200m,4.0
3240,Residential,Pre 1919,0-2m,2.0
3241,Residential,Pre 1919,2-3m,2.0
3242,Residential,Pre 1919,3-4m,1.7724137931034483
3243,Residential,Pre 1919,4-5m,1.828308635666837
3244,Residential,Pre 1919,5-6m,1.7236417762341851
3245,Residential,Pre 1919,6-7m,1.9465029720571079
3246,Residential,Pre 1919,7-8m,1.8886009704544877
3247,Residential,Pre 1919,8-9m,2.031969160901938
3248,Residential,Pre 1919,9-10m,2.0333861322920885
3249,Residential,Pre 1919,10-12m,2.5167045862770925
3250,Residential,Pre 1919,12-14m,2.889075227599425
3251,Residential,Pre 1919,14-18m,3.7602704108164327
3252,Residential,Pre 1919,18-20m,4.57487922705314
3253,Residential,Pre 1919,20-30m,4.037542662116041
3254,Residential,Pre 1919,30-40m,4.206896551724138
3256,Residential,Pre 1919,50-100m,4.8
3257,Residential,Pre 1919,100-200m,3.0
3276,Residential,Unknown date,0-2m,1.9667458432304037
3277,Residential,Unknown date,2-3m,1.9569288389513109
3278,Residential,Unknown date,3-4m,1.0141357712753676
3279,Residential,Unknown date,4-5m,1.9645397881197277
3280,Residential,Unknown date,5-6m,1.9872368860674907
3281,Residential,Unknown date,6-7m,2.0218269609775326
3282,Residential,Unknown date,7-8m,2.0166329614397056
3283,Residential,Unknown date,8-9m,2.020684241466342
3284,Residential,Unknown date,9-10m,2.0210325548737993
3285,Residential,Unknown date,10-12m,2.1431000283366393
3286,Residential,Unknown date,12-14m,2.393472531927833
3287,Residential,Unknown date,14-18m,2.4297245963912633
3288,Residential,Unknown date,18-20m,2.6330150068212825
3289,Residential,Unknown date,20-30m,2.593484419263456
3290,Residential,Unknown date,30-40m,2.4819277108433737
3291,Residential,Unknown date,40-50m,2.731707317073171
3292,Residential,Unknown date,50-100m,6.797872340425532
3293,Residential,Unknown date,100-200m,5.77906976744186
