,map_simple_use,premise_age,premise_floor_count,weighted_average_height
1402,Mixed Use,Pre 1919,"3,Undetermined",16.77777777777778
1403,Mixed Use,Pre 1919,4,20.002552356020946
1404,Mixed Use,Pre 1919,"4,5",25.764139941690964
1405,Mixed Use,Pre 1919,"4,5,6",25.6625
1406,Mixed Use,Pre 1919,"4,5,6,7",65.2
1407,Mixed Use,Pre 1919,"4,5,6,8",46.9
1408,Mixed Use,Pre 1919,"4,5,8",34.8
1409,Mixed Use,Pre 1919,"4,6",27.94047619047619
1410,Mixed Use,Pre 1919,"4,6,7",29.2
1411,Mixed Use,Pre 1919,"4,7",37.03333333333333
1412,Mixed Use,Pre 1919,"4,8",32.11666666666667
1413,Mixed Use,Pre 1919,"4,9",32.3
1414,Mixed Use,Pre 1919,"4,93",9.7
1415,Mixed Use,Pre 1919,5,27.436875395319422
1416,Mixed Use,Pre 1919,"5,6",31.070833333333333
1417,Mixed Use,Pre 1919,"5,6,7",36.440000000000005
1418,Mixed Use,Pre 1919,"5,6,8",34.9
1419,Mixed Use,Pre 1919,"5,6,9",33.9
1420,Mixed Use,Pre 1919,"5,7",35.3
1421,Mixed Use,Pre 1919,"5,8",34.349999999999994
1422,Mixed Use,Pre 1919,6,31.819169329073482
1423,Mixed Use,Pre 1919,"6,7",44.0
1424,Mixed Use,Pre 1919,"6,8",46.8
1425,Mixed Use,Pre 1919,7,36.79469026548673
1426,Mixed Use,Pre 1919,"7,8",38.53333333333333
1427,Mixed Use,Pre 1919,"7,9",50.349999999999994
1428,Mixed Use,Pre 1919,8,34.302564102564105
1429,Mixed Use,Pre 1919,9,40.41428571428571
1430,Mixed Use,Pre 1919,92,9.1
1431,Mixed Use,"Pre 1919,Unknown date","1,2,3",17.7
1432,Mixed Use,"Pre 1919,Unknown date","1,2,3,Undetermined",9.899999999999999
1433,Mixed Use,"Pre 1919,Unknown date","1,2,Undetermined",9.633333333333333
1434,Mixed Use,"Pre 1919,Unknown date","1,3",9.8
1435,Mixed Use,"Pre 1919,Unknown date","1,3,4",16.5
1436,Mixed Use,"Pre 1919,Unknown date","1,3,Undetermined",16.0
1437,Mixed Use,"Pre 1919,Unknown date","1,5,Undetermined",65.6
1438,Mixed Use,"Pre 1919,Unknown date","1,Undetermined",12.566666666666668
1439,Mixed Use,"Pre 1919,Unknown date",2,12.399999999999999
1440,Mixed Use,"Pre 1919,Unknown date","2,3",11.6
1441,Mixed Use,"Pre 1919,Unknown date","2,3,4,Undetermined",19.4
1442,Mixed Use,"Pre 1919,Unknown date","2,3,Undetermined",14.584615384615384
1443,Mixed Use,"Pre 1919,Unknown date","2,4,Undetermined",9.9
1444,Mixed Use,"Pre 1919,Unknown date","2,9",5.7
1445,Mixed Use,"Pre 1919,Unknown date","2,Undetermined",10.906896551724136
1446,Mixed Use,"Pre 1919,Unknown date","3,4",14.0
1447,Mixed Use,"Pre 1919,Unknown date","3,4,5,Undetermined",32.95
1448,Mixed Use,"Pre 1919,Unknown date","3,4,Undetermined",20.557142857142853
1449,Mixed Use,"Pre 1919,Unknown date","3,Undetermined",14.277631578947368
1450,Mixed Use,"Pre 1919,Unknown date",4,23.3
1451,Mixed Use,"Pre 1919,Unknown date","4,5,Undetermined",33.9
1452,Mixed Use,"Pre 1919,Unknown date","4,Undetermined",18.31
1453,Mixed Use,"Pre 1919,Unknown date","5,6,Undetermined",26.0
1454,Mixed Use,"Pre 1919,Unknown date","5,Undetermined",34.325
1455,Mixed Use,"Pre 1919,Unknown date","6,Undetermined",23.5
1456,Mixed Use,"Pre 1919,Unknown date","7,Undetermined",31.1
1457,Mixed Use,Unknown date,1,8.127339346110485
1458,Mixed Use,Unknown date,10,6.633333333333333
1459,Mixed Use,Unknown date,11,16.866666666666664
1460,Mixed Use,Unknown date,12,9.1
1461,Mixed Use,Unknown date,18,57.4
1462,Mixed Use,Unknown date,2,8.701357259380098
1463,Mixed Use,Unknown date,24,8.2
1464,Mixed Use,Unknown date,3,9.939764585465714
1465,Mixed Use,Unknown date,4,12.270300261096606
1466,Mixed Use,Unknown date,5,15.66588785046729
1467,Mixed Use,Unknown date,6,18.27916666666666
1468,Mixed Use,Unknown date,7,21.29411764705882
1469,Mixed Use,Unknown date,8,25.439999999999998
1470,Mixed Use,Unknown date,9,21.199999999999996
1471,Non Residential,1837-1869,1,11.780442804428045
1472,Non Residential,1837-1869,2,11.276868327402136
1473,Non Residential,1837-1869,3,14.157851239669423
1474,Non Residential,1837-1869,4,23.1768115942029
1475,Non Residential,1837-1869,5,21.704
1476,Non Residential,1837-1869,6,23.09090909090909
1477,Non Residential,1837-1869,7,20.97142857142857
1478,Non Residential,1837-1869,8,7.7
1479,Non Residential,1837-1869,9,37.55
1480,Non Residential,"1837-1869,1945-1959","1,2",14.6
1481,Non Residential,"1837-1869,Pre 1919","1,2",15.1
1482,Non Residential,"1837-1869,Pre 1919",2,10.7
1483,Non Residential,1870-1918,1,8.690569844257155
1484,Non Residential,1870-1918,10,23.766666666666666
1485,Non Residential,1870-1918,11,15.566666666666665
1486,Non Residential,1870-1918,12,12.7
1487,Non Residential,1870-1918,13,15.1
1488,Non Residential,1870-1918,14,4.6000000000000005
1489,Non Residential,1870-1918,19,53.7
1490,Non Residential,1870-1918,2,8.881426886792454
1491,Non Residential,1870-1918,3,13.377024793388431
1492,Non Residential,1870-1918,4,16.323026315789473
1493,Non Residential,1870-1918,5,14.111210762331837
1494,Non Residential,1870-1918,6,16.032075471698114
1495,Non Residential,1870-1918,7,19.558064516129033
1496,Non Residential,1870-1918,8,20.13571428571429
1497,Non Residential,1870-1918,9,13.666666666666666
1498,Non Residential,1919-1944,1,9.746986426905197
1499,Non Residential,1919-1944,"1,10",18.3
1500,Non Residential,1919-1944,"1,10,2",9.3
1501,Non Residential,1919-1944,"1,2",10.582733103108042
1502,Non Residential,1919-1944,"1,2,3",14.636111111111111
1503,Non Residential,1919-1944,"1,2,3,4",20.0
1504,Non Residential,1919-1944,"1,2,3,4,5",14.7
1505,Non Residential,1919-1944,"1,2,3,4,Undetermined",36.3
1506,Non Residential,1919-1944,"1,2,3,5",23.3
1507,Non Residential,1919-1944,"1,2,3,5,Undetermined",15.5
1508,Non Residential,1919-1944,"1,2,4",17.279999999999998
1509,Non Residential,1919-1944,"1,2,5",19.1
1510,Non Residential,1919-1944,"1,2,6",21.7
1511,Non Residential,1919-1944,"1,2,8",29.7
1512,Non Residential,1919-1944,"1,2,Undetermined",22.833333333333332
1513,Non Residential,1919-1944,"1,3",13.973372781065086
1514,Non Residential,1919-1944,"1,3,4",18.66
1515,Non Residential,1919-1944,"1,3,4,5,6",25.6
1516,Non Residential,1919-1944,"1,3,5",3.1
1517,Non Residential,1919-1944,"1,3,Undetermined",16.3
1518,Non Residential,1919-1944,"1,4",19.104545454545455
1519,Non Residential,1919-1944,"1,4,5",32.6
1520,Non Residential,1919-1944,"1,4,6",18.0
1521,Non Residential,1919-1944,"1,4,7",43.9
1522,Non Residential,1919-1944,"1,4,8",68.8
1523,Non Residential,1919-1944,"1,5",24.25
1524,Non Residential,1919-1944,"1,6",27.200000000000003
1525,Non Residential,1919-1944,"1,6,7",34.9
1526,Non Residential,1919-1944,"1,7",42.2
1527,Non Residential,1919-1944,"1,8",40.6
1528,Non Residential,1919-1944,"1,Undetermined",14.399999999999999
1529,Non Residential,1919-1944,10,14.821052631578945
1530,Non Residential,1919-1944,"10,12",62.5
1531,Non Residential,1919-1944,"10,4",40.7
1532,Non Residential,1919-1944,"10,5",40.7
1533,Non Residential,1919-1944,11,14.959090909090907
1534,Non Residential,1919-1944,"11,12,13,4",43.4
1535,Non Residential,1919-1944,"11,6",46.4
1536,Non Residential,1919-1944,"11,7,8",48.0
1537,Non Residential,1919-1944,"11,8",48.0
1538,Non Residential,1919-1944,"11,8,9",48.0
1539,Non Residential,1919-1944,12,15.069999999999999
1540,Non Residential,1919-1944,13,22.042857142857144
1541,Non Residential,1919-1944,14,25.633333333333336
1542,Non Residential,1919-1944,16,17.8
1543,Non Residential,1919-1944,17,14.2
1544,Non Residential,1919-1944,18,3.5
1545,Non Residential,1919-1944,"18,5",65.5
1546,Non Residential,1919-1944,19,34.45
1547,Non Residential,1919-1944,2,10.22170596238931
1548,Non Residential,1919-1944,"2,3",13.813306451612904
1549,Non Residential,1919-1944,"2,3,4",18.974999999999998
1550,Non Residential,1919-1944,"2,3,4,5",17.5
1551,Non Residential,1919-1944,"2,3,5",19.4
1552,Non Residential,1919-1944,"2,3,Undetermined",16.0
1553,Non Residential,1919-1944,"2,4",17.392857142857142
1554,Non Residential,1919-1944,"2,4,5",20.0
1555,Non Residential,1919-1944,"2,4,Undetermined",24.4
1556,Non Residential,1919-1944,"2,5",25.060000000000002
1557,Non Residential,1919-1944,"2,5,6",30.1
1558,Non Residential,1919-1944,"2,7,Undetermined",20.6
1559,Non Residential,1919-1944,"2,8",32.5
1560,Non Residential,1919-1944,"2,91",9.4
1561,Non Residential,1919-1944,"2,Undetermined",14.16875
1562,Non Residential,1919-1944,20,10.341666666666667
1563,Non Residential,1919-1944,21,8.3
1564,Non Residential,1919-1944,22,9.0
1565,Non Residential,1919-1944,26,13.5
1566,Non Residential,1919-1944,3,13.346709997703508
1567,Non Residential,1919-1944,"3,4",19.087755102040816
1568,Non Residential,1919-1944,"3,4,5",19.766666666666666
1569,Non Residential,1919-1944,"3,4,5,6",34.5
1570,Non Residential,1919-1944,"3,4,5,9",17.4
1571,Non Residential,1919-1944,"3,4,Undetermined",27.0
1572,Non Residential,1919-1944,"3,5",20.0
1573,Non Residential,1919-1944,"3,5,7",34.5
1574,Non Residential,1919-1944,"3,6",25.03333333333333
1575,Non Residential,1919-1944,"3,7",25.26666666666667
1576,Non Residential,1919-1944,"3,Undetermined",13.81111111111111
1577,Non Residential,1919-1944,30,9.25
1578,Non Residential,1919-1944,4,18.057335141582026
1579,Non Residential,1919-1944,"4,5",22.075000000000003
1580,Non Residential,1919-1944,"4,5,Undetermined",67.3
1581,Non Residential,1919-1944,"4,6",26.05
1582,Non Residential,1919-1944,"4,6,7",13.0
1583,Non Residential,1919-1944,"4,8",31.8
1584,Non Residential,1919-1944,"4,Undetermined",18.05
1585,Non Residential,1919-1944,40,10.2
1586,Non Residential,1919-1944,45,7.5
1587,Non Residential,1919-1944,49,3.4
1588,Non Residential,1919-1944,5,22.549105597230234
1589,Non Residential,1919-1944,"5,6",27.349999999999998
1590,Non Residential,1919-1944,"5,7",30.799999999999997
1591,Non Residential,1919-1944,"5,8",43.63333333333333
1592,Non Residential,1919-1944,"5,9",61.5
1593,Non Residential,1919-1944,"5,Undetermined",12.1
1594,Non Residential,1919-1944,50,15.775
1595,Non Residential,1919-1944,59,8.55
1596,Non Residential,1919-1944,6,28.13659793814433
1597,Non Residential,1919-1944,"6,7",28.7875
1598,Non Residential,1919-1944,"6,8",34.36666666666667
1599,Non Residential,1919-1944,7,31.43333333333333
1600,Non Residential,1919-1944,"7,8",48.0
1601,Non Residential,1919-1944,77,11.3
1602,Non Residential,1919-1944,8,35.627692307692314
1603,Non Residential,1919-1944,"8,9",45.76666666666667
1604,Non Residential,1919-1944,80,12.15
1605,Non Residential,1919-1944,9,36.26326530612245
1606,Non Residential,1919-1944,92,8.742857142857144
1607,Non Residential,1919-1944,93,12.274999999999999
1608,Non Residential,1919-1944,94,12.0
1609,Non Residential,1919-1944,95,9.9
1610,Non Residential,1919-1944,96,9.399999999999999
1611,Non Residential,"1919-1944,1945-1959",1,9.535038167938932
1612,Non Residential,"1919-1944,1945-1959","1,10",9.3
1613,Non Residential,"1919-1944,1945-1959","1,12",6.0
1614,Non Residential,"1919-1944,1945-1959","1,12,2,4,5",59.0
1615,Non Residential,"1919-1944,1945-1959","1,2",10.658766035430665
1616,Non Residential,"1919-1944,1945-1959","1,2,3",14.91188118811881
1617,Non Residential,"1919-1944,1945-1959","1,2,3,4",24.063636363636363
1618,Non Residential,"1919-1944,1945-1959","1,2,3,4,5",37.3
1619,Non Residential,"1919-1944,1945-1959","1,2,3,5",22.3
1620,Non Residential,"1919-1944,1945-1959","1,2,3,6",32.6
1621,Non Residential,"1919-1944,1945-1959","1,2,4",17.333333333333336
1622,Non Residential,"1919-1944,1945-1959","1,2,5",10.7
1623,Non Residential,"1919-1944,1945-1959","1,2,9",37.4
1624,Non Residential,"1919-1944,1945-1959","1,2,90",17.3
1625,Non Residential,"1919-1944,1945-1959","1,2,Undetermined",21.1
1626,Non Residential,"1919-1944,1945-1959","1,20",6.5
1627,Non Residential,"1919-1944,1945-1959","1,3",14.959411764705884
1628,Non Residential,"1919-1944,1945-1959","1,3,4",20.26666666666667
1629,Non Residential,"1919-1944,1945-1959","1,4",16.008333333333333
1630,Non Residential,"1919-1944,1945-1959","1,4,5",19.0
1631,Non Residential,"1919-1944,1945-1959","1,4,6",22.4
1632,Non Residential,"1919-1944,1945-1959","1,5",20.599999999999998
1633,Non Residential,"1919-1944,1945-1959","1,6",25.150000000000002
1634,Non Residential,"1919-1944,1945-1959","1,6,8",26.7
1635,Non Residential,"1919-1944,1945-1959","1,7",54.0
1636,Non Residential,"1919-1944,1945-1959","1,8",44.6
1637,Non Residential,"1919-1944,1945-1959","1,9",11.9
1638,Non Residential,"1919-1944,1945-1959","1,Undetermined",15.9
1639,Non Residential,"1919-1944,1945-1959","10,2",9.4
1640,Non Residential,"1919-1944,1945-1959","10,5",54.3
1641,Non Residential,"1919-1944,1945-1959","14,4",11.5
1642,Non Residential,"1919-1944,1945-1959",2,11.332600732600731
1643,Non Residential,"1919-1944,1945-1959","2,3",13.802797202797205
1644,Non Residential,"1919-1944,1945-1959","2,3,4",21.022222222222222
1645,Non Residential,"1919-1944,1945-1959","2,3,4,5",29.1
1646,Non Residential,"1919-1944,1945-1959","2,3,4,5,Undetermined",24.9
1647,Non Residential,"1919-1944,1945-1959","2,3,4,7",37.5
1648,Non Residential,"1919-1944,1945-1959","2,3,5",28.7
1649,Non Residential,"1919-1944,1945-1959","2,4",17.68846153846154
1650,Non Residential,"1919-1944,1945-1959","2,4,5",26.25
1651,Non Residential,"1919-1944,1945-1959","2,5",22.5
1652,Non Residential,"1919-1944,1945-1959","2,5,6",29.4
1653,Non Residential,"1919-1944,1945-1959","2,5,6,8",36.1
1654,Non Residential,"1919-1944,1945-1959","2,6",26.75
1655,Non Residential,"1919-1944,1945-1959","2,6,8,9",35.1
1656,Non Residential,"1919-1944,1945-1959","2,7",28.3
1657,Non Residential,"1919-1944,1945-1959","2,Undetermined",11.4625
1658,Non Residential,"1919-1944,1945-1959",3,15.357692307692307
1659,Non Residential,"1919-1944,1945-1959","3,4",21.847368421052632
1660,Non Residential,"1919-1944,1945-1959","3,4,5",22.799999999999997
1661,Non Residential,"1919-1944,1945-1959","3,4,5,6",31.7
1662,Non Residential,"1919-1944,1945-1959","3,4,6",31.6
1663,Non Residential,"1919-1944,1945-1959","3,5",21.625
1664,Non Residential,"1919-1944,1945-1959","3,6",30.433333333333334
1665,Non Residential,"1919-1944,1945-1959","3,6,7",31.549999999999997
1666,Non Residential,"1919-1944,1945-1959","3,7",35.699999999999996
1667,Non Residential,"1919-1944,1945-1959","3,9",31.7
1668,Non Residential,"1919-1944,1945-1959","3,Undetermined",17.1
1669,Non Residential,"1919-1944,1945-1959",4,21.778571428571432
1670,Non Residential,"1919-1944,1945-1959","4,5",27.48
1671,Non Residential,"1919-1944,1945-1959","4,5,6",33.93333333333334
1672,Non Residential,"1919-1944,1945-1959","4,5,7",25.7
1673,Non Residential,"1919-1944,1945-1959","4,6",24.766666666666666
1674,Non Residential,"1919-1944,1945-1959","4,7,8",47.0
1675,Non Residential,"1919-1944,1945-1959","4,8",27.75
1676,Non Residential,"1919-1944,1945-1959","4,Undetermined",20.1
1677,Non Residential,"1919-1944,1945-1959",5,23.0
1678,Non Residential,"1919-1944,1945-1959","5,6",33.1
1679,Non Residential,"1919-1944,1945-1959","5,6,7",29.450000000000003
1680,Non Residential,"1919-1944,1945-1959","5,7",38.5
1681,Non Residential,"1919-1944,1945-1959","5,8",27.4
1682,Non Residential,"1919-1944,1945-1959",6,28.79090909090909
1683,Non Residential,"1919-1944,1945-1959","6,7",31.7
1684,Non Residential,"1919-1944,1945-1959",7,35.6
1685,Non Residential,"1919-1944,1945-1959","7,8",39.1
1686,Non Residential,"1919-1944,1945-1959","8,9",35.1
1687,Non Residential,"1919-1944,1945-1959,1980-1989",1,10.680000000000001
1688,Non Residential,"1919-1944,1945-1959,1980-1989","1,12,2,6,9",56.8
1689,Non Residential,"1919-1944,1945-1959,1980-1989","1,12,3,7",14.8
1690,Non Residential,"1919-1944,1945-1959,1980-1989","1,2",11.596899224806203
1691,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,20,3",13.1
1692,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,3",15.977083333333335
1693,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,3,4",20.6
1694,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,3,4,5",13.2
1695,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,3,5",23.133333333333336
1696,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,4",13.925
1697,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,5",17.9
1698,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,7,Undetermined",23.6
1699,Non Residential,"1919-1944,1945-1959,1980-1989","1,2,Undetermined",10.514285714285714
1700,Non Residential,"1919-1944,1945-1959,1980-1989","1,3",12.120000000000001
1701,Non Residential,"1919-1944,1945-1959,1980-1989","1,3,4",22.066666666666663
1702,Non Residential,"1919-1944,1945-1959,1980-1989","1,3,4,6",29.6
1703,Non Residential,"1919-1944,1945-1959,1980-1989","1,3,6",24.4
1704,Non Residential,"1919-1944,1945-1959,1980-1989","1,3,9",27.2
1705,Non Residential,"1919-1944,1945-1959,1980-1989","1,3,Undetermined",26.3
1706,Non Residential,"1919-1944,1945-1959,1980-1989","1,4",19.6
1707,Non Residential,"1919-1944,1945-1959,1980-1989","1,Undetermined",16.966666666666665
1708,Non Residential,"1919-1944,1945-1959,1980-1989","10,19,4,Undetermined",58.7
1709,Non Residential,"1919-1944,1945-1959,1980-1989","10,4,6,8,9",35.0
1710,Non Residential,"1919-1944,1945-1959,1980-1989","17,2,3,4",67.7
1711,Non Residential,"1919-1944,1945-1959,1980-1989",2,11.594117647058823
1712,Non Residential,"1919-1944,1945-1959,1980-1989","2,3",15.4
1713,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,4",13.9
1714,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,4,5",24.6
1715,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,4,Undetermined",21.9
1716,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,5",9.3
1717,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,7",30.5
1718,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,9",33.0
1719,Non Residential,"1919-1944,1945-1959,1980-1989","2,3,Undetermined",14.866666666666665
1720,Non Residential,"1919-1944,1945-1959,1980-1989","2,4,5",15.1
1721,Non Residential,"1919-1944,1945-1959,1980-1989","2,4,5,6,7",29.1
1722,Non Residential,"1919-1944,1945-1959,1980-1989","2,5",21.2
1723,Non Residential,"1919-1944,1945-1959,1980-1989","2,5,6",17.0
1724,Non Residential,"1919-1944,1945-1959,1980-1989","2,Undetermined",7.1
1725,Non Residential,"1919-1944,1945-1959,1980-1989","3,4",20.9
1726,Non Residential,"1919-1944,1945-1959,1980-1989","3,4,7",26.7
1727,Non Residential,"1919-1944,1945-1959,1980-1989","3,4,Undetermined",24.8
1728,Non Residential,"1919-1944,1945-1959,1980-1989","3,5",22.0
1729,Non Residential,"1919-1944,1945-1959,1980-1989","3,5,7",14.8
1730,Non Residential,"1919-1944,1945-1959,1980-1989","3,6",18.4
1731,Non Residential,"1919-1944,1945-1959,1980-1989","3,6,7,9",31.2
1732,Non Residential,"1919-1944,1945-1959,1980-1989","3,6,Undetermined",24.2
1733,Non Residential,"1919-1944,1945-1959,1980-1989","4,5",29.200000000000003
1734,Non Residential,"1919-1944,1945-1959,1980-1989","4,5,6",30.25
1735,Non Residential,"1919-1944,1945-1959,1980-1989","4,5,Undetermined",39.0
1736,Non Residential,"1919-1944,1945-1959,1980-1989","4,Undetermined",32.0
1737,Non Residential,"1919-1944,1945-1959,1980-1989","5,6,7",25.9
1738,Non Residential,"1919-1944,1945-1959,1980-1989","5,6,9",60.7
1739,Non Residential,"1919-1944,1945-1959,1980-1989","6,7",34.4
1740,Non Residential,"1919-1944,1945-1959,1980-1989,1990-1999,Pre 1919","2,3,4",19.3
1741,Non Residential,"1919-1944,1945-1959,1980-1989,1990-1999,Pre 1919","2,4,5,6,8",38.7
1742,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919",1,13.416666666666666
1743,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,10,2,3",41.9
1744,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,10,2,4",4.5
1745,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,13,2,3,4",67.1
1746,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2",12.641666666666666
1747,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3",14.981578947368419
1748,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,4",26.889999999999997
1749,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,4,5",21.866666666666664
1750,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,4,5,6,7",97.0
1751,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,4,5,9",12.2
1752,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,4,6",32.7
1753,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,5",20.3
1754,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,6",24.5
1755,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,6,7,8,Undetermined",26.4
1756,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,8",31.2
1757,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,3,Undetermined",17.46
1758,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,4",15.974999999999998
1759,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,2,Undetermined",11.1
1760,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,3",15.3
1761,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,3,4",20.2
1762,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,3,4,5",19.799999999999997
1763,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,3,5,7",27.4
1764,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,4,Undetermined",6.8
1765,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","1,5,6",61.0
1766,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","11,3,4,5,6,8,9",50.2
1767,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919",2,16.7
1768,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3",17.291666666666668
1769,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,4",21.066666666666666
1770,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,4,5",31.366666666666664
1771,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,4,6,Undetermined",33.9
1772,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,4,Undetermined",24.1
1773,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,6",13.7
1774,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,3,Undetermined",20.9
1775,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,4,5,6,7,8",21.6
1776,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","2,5,6",27.3
1777,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","3,4",20.3
1778,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","3,4,5",21.3
1779,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","3,4,6",29.4
1780,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5",31.1
1781,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5,6",30.2
1782,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5,6,7,8",30.5
1783,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5,6,8",41.6
1784,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5,7",29.5
1785,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","4,5,7,Undetermined",15.5
1786,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","5,6",28.7
1787,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","5,6,7,Undetermined",18.6
1788,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919","6,7",39.5
1789,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919,Unknown date","1,12,2,Undetermined",16.3
1790,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919,Unknown date","1,2,3",18.1
1791,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919,Unknown date","1,2,3,4,5,6,Undetermined",25.1
1792,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919,Unknown date","1,2,3,4,5,Undetermined",35.85
1793,Non Residential,"1919-1944,1945-1959,1980-1989,Pre 1919,Unknown date","1,2,3,4,6,Undetermined",31.7
