,map_simple_use,premise_age,premise_floor_count,weighted_average_height
3013,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,3,Undetermined",16.508333333333336
3014,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,4",14.0
3015,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,4,5,9,Undetermined",37.4
3016,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,4,Undetermined",24.1
3017,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,6,Undetermined",25.4
3018,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,2,Undetermined",12.812121212121212
3019,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,3,4,5,Undetermined",19.5
3020,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,3,5,Undetermined",26.6
3021,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,3,Undetermined",19.05
3022,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,4,Undetermined",19.75
3023,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","1,Undetermined",12.28125
3024,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","14,2,22,3,4,5,8,Undetermined",97.0
3025,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,4,5,6,Undetermined",26.0
3026,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,4,5,Undetermined",24.25
3027,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,4,6,8,Undetermined",15.1
3028,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,4,6,Undetermined",26.6
3029,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,4,Undetermined",25.8
3030,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,3,Undetermined",17.375
3031,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,4,5,Undetermined",29.1
3032,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,4,Undetermined",20.6
3033,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","2,Undetermined",16.6
3034,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","3,4,5,6,Undetermined",29.6
3035,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","3,4,5,Undetermined",27.4
3036,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","3,4,Undetermined",26.3
3037,Non Residential,"1945-1959,1980-1989,Pre 1919,Unknown date","3,5,Undetermined",27.0
3038,Non Residential,"1945-1959,1980-1989,Unknown date",1,10.692682926829267
3039,Non Residential,"1945-1959,1980-1989,Unknown date","1,10",12.8
3040,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,2",41.6
3041,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,2,3,4,Undetermined",43.9
3042,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,2,3,Undetermined",41.1
3043,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,2,Undetermined",9.9
3044,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,3,4,Undetermined",23.4
3045,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,5,6,Undetermined",45.2
3046,Non Residential,"1945-1959,1980-1989,Unknown date","1,10,Undetermined",45.2
3047,Non Residential,"1945-1959,1980-1989,Unknown date","1,11,2,3,4,5,6,Undetermined",52.1
3048,Non Residential,"1945-1959,1980-1989,Unknown date","1,11,2,3,4,Undetermined",49.6
3049,Non Residential,"1945-1959,1980-1989,Unknown date","1,11,9",35.6
3050,Non Residential,"1945-1959,1980-1989,Unknown date","1,12",9.0
3051,Non Residential,"1945-1959,1980-1989,Unknown date","1,12,2,3,5,6,Undetermined",60.7
3052,Non Residential,"1945-1959,1980-1989,Unknown date","1,13,2,Undetermined",11.0
3053,Non Residential,"1945-1959,1980-1989,Unknown date","1,2",11.541176470588237
3054,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3",21.577777777777776
3055,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4",21.5
3056,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,5,6,7,Undetermined",10.700000000000001
3057,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,5,6,Undetermined",31.3
3058,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,5,8,9,Undetermined",49.9
3059,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,5,Undetermined",23.25
3060,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,6,7",33.7
3061,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,8,Undetermined",39.0
3062,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,9,Undetermined",35.4
3063,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,4,Undetermined",20.129411764705882
3064,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,5,6,8,Undetermined",15.0
3065,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,5,6,Undetermined",27.4
3066,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,5,Undetermined",19.9
3067,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,7,Undetermined",35.0
3068,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,3,Undetermined",17.88888888888889
3069,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4",17.7
3070,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4,5",45.2
3071,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4,6,Undetermined",18.9
3072,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4,7,Undetermined",35.1
3073,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4,8,Undetermined",24.75
3074,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,4,Undetermined",19.945454545454545
3075,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,5,7,8,Undetermined",29.2
3076,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,5,Undetermined",32.25
3077,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,6,8,Undetermined",34.8
3078,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,7,Undetermined",35.9
3079,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,8,Undetermined",37.4
3080,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,82,Undetermined",30.1
3081,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,9,Undetermined",40.7
3082,Non Residential,"1945-1959,1980-1989,Unknown date","1,2,Undetermined",12.832485875706213
3083,Non Residential,"1945-1959,1980-1989,Unknown date","1,3",19.44
3084,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,4",22.3
3085,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,4,5",30.8
3086,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,4,5,8,Undetermined",11.0
3087,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,4,Undetermined",17.7
3088,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,5,6,Undetermined",25.2
3089,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,6,Undetermined",28.3
3090,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,7,8,Undetermined",42.2
3091,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,7,Undetermined",35.1
3092,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,9,Undetermined",5.2
3093,Non Residential,"1945-1959,1980-1989,Unknown date","1,3,Undetermined",17.596875
3094,Non Residential,"1945-1959,1980-1989,Unknown date","1,4,7,Undetermined",30.9
3095,Non Residential,"1945-1959,1980-1989,Unknown date","1,4,8,Undetermined",16.4
3096,Non Residential,"1945-1959,1980-1989,Unknown date","1,4,Undetermined",18.790000000000003
3097,Non Residential,"1945-1959,1980-1989,Unknown date","1,5,Undetermined",30.475
3098,Non Residential,"1945-1959,1980-1989,Unknown date","1,6,Undetermined",20.550000000000004
3099,Non Residential,"1945-1959,1980-1989,Unknown date","1,8,Undetermined",13.6
3100,Non Residential,"1945-1959,1980-1989,Unknown date","1,Undetermined",12.833333333333334
3101,Non Residential,"1945-1959,1980-1989,Unknown date","10,2,3,Undetermined",51.5
3102,Non Residential,"1945-1959,1980-1989,Unknown date","11,2,3,4,Undetermined",53.0
3103,Non Residential,"1945-1959,1980-1989,Unknown date","11,2,3,Undetermined",24.5
3104,Non Residential,"1945-1959,1980-1989,Unknown date","11,3,Undetermined",38.6
3105,Non Residential,"1945-1959,1980-1989,Unknown date","16,2,4",50.9
3106,Non Residential,"1945-1959,1980-1989,Unknown date","17,2,Undetermined",66.4
3107,Non Residential,"1945-1959,1980-1989,Unknown date","2,3,4,5,Undetermined",29.8
3108,Non Residential,"1945-1959,1980-1989,Unknown date","2,3,4,Undetermined",18.599999999999998
3109,Non Residential,"1945-1959,1980-1989,Unknown date","2,3,5,7,Undetermined",41.1
3110,Non Residential,"1945-1959,1980-1989,Unknown date","2,3,Undetermined",16.465217391304346
3111,Non Residential,"1945-1959,1980-1989,Unknown date","2,4,Undetermined",16.4
3112,Non Residential,"1945-1959,1980-1989,Unknown date","2,5,Undetermined",21.1
3113,Non Residential,"1945-1959,1980-1989,Unknown date","2,6,7,Undetermined",36.8
3114,Non Residential,"1945-1959,1980-1989,Unknown date","2,6,Undetermined",24.4
3115,Non Residential,"1945-1959,1980-1989,Unknown date","2,7,Undetermined",37.1
3116,Non Residential,"1945-1959,1980-1989,Unknown date","2,8,Undetermined",55.9
3117,Non Residential,"1945-1959,1980-1989,Unknown date","2,9,Undetermined",34.6
3118,Non Residential,"1945-1959,1980-1989,Unknown date","2,Undetermined",11.972727272727274
3119,Non Residential,"1945-1959,1980-1989,Unknown date","3,4,5,6,Undetermined",29.1
3120,Non Residential,"1945-1959,1980-1989,Unknown date","3,4,5,Undetermined",34.599999999999994
3121,Non Residential,"1945-1959,1980-1989,Unknown date","3,4,6,Undetermined",21.3
3122,Non Residential,"1945-1959,1980-1989,Unknown date","3,4,Undetermined",23.0
3123,Non Residential,"1945-1959,1980-1989,Unknown date","3,5,6,Undetermined",33.3
3124,Non Residential,"1945-1959,1980-1989,Unknown date","3,5,Undetermined",39.849999999999994
3125,Non Residential,"1945-1959,1980-1989,Unknown date","3,Undetermined",13.066666666666668
3126,Non Residential,"1945-1959,1980-1989,Unknown date","4,5,Undetermined",15.0
3127,Non Residential,"1945-1959,1980-1989,Unknown date","4,6,7,8,9,Undetermined",41.6
3128,Non Residential,"1945-1959,1980-1989,Unknown date","4,6,Undetermined",48.0
3129,Non Residential,"1945-1959,1980-1989,Unknown date","4,Undetermined",13.7
3130,Non Residential,"1945-1959,1980-1989,Unknown date","5,6,7,Undetermined",24.2
3131,Non Residential,"1945-1959,1980-1989,Unknown date","5,8,Undetermined",27.9
3132,Non Residential,"1945-1959,1980-1989,Unknown date","5,Undetermined",46.349999999999994
3133,Non Residential,"1945-1959,1990-1999",1,9.965333333333334
3134,Non Residential,"1945-1959,1990-1999","1,10",8.95
3135,Non Residential,"1945-1959,1990-1999","1,12,3",17.8
3136,Non Residential,"1945-1959,1990-1999","1,2",10.409604519774012
3137,Non Residential,"1945-1959,1990-1999","1,2,3",13.796153846153848
3138,Non Residential,"1945-1959,1990-1999","1,2,3,4",14.0
3139,Non Residential,"1945-1959,1990-1999","1,2,3,4,5",22.8
3140,Non Residential,"1945-1959,1990-1999","1,2,3,4,6,Undetermined",24.0
3141,Non Residential,"1945-1959,1990-1999","1,2,3,7",16.1
3142,Non Residential,"1945-1959,1990-1999","1,2,4",15.066666666666668
3143,Non Residential,"1945-1959,1990-1999","1,2,4,5",16.3
3144,Non Residential,"1945-1959,1990-1999","1,2,4,5,6",25.1
3145,Non Residential,"1945-1959,1990-1999","1,2,4,6",17.9
3146,Non Residential,"1945-1959,1990-1999","1,2,5",9.8
3147,Non Residential,"1945-1959,1990-1999","1,2,5,7",13.9
3148,Non Residential,"1945-1959,1990-1999","1,2,Undetermined",13.0
3149,Non Residential,"1945-1959,1990-1999","1,3",13.597142857142856
3150,Non Residential,"1945-1959,1990-1999","1,3,4",17.0
3151,Non Residential,"1945-1959,1990-1999","1,3,5",20.4
3152,Non Residential,"1945-1959,1990-1999","1,4",12.766666666666666
3153,Non Residential,"1945-1959,1990-1999","1,5,6,7",29.0
3154,Non Residential,"1945-1959,1990-1999","1,5,8",35.5
3155,Non Residential,"1945-1959,1990-1999","1,8",38.4
3156,Non Residential,"1945-1959,1990-1999","1,Undetermined",14.65
3157,Non Residential,"1945-1959,1990-1999","15,2,4,5",62.5
3158,Non Residential,"1945-1959,1990-1999","19,3",11.5
3159,Non Residential,"1945-1959,1990-1999",2,11.308510638297872
3160,Non Residential,"1945-1959,1990-1999","2,3",12.400000000000002
3161,Non Residential,"1945-1959,1990-1999","2,3,4",20.0
3162,Non Residential,"1945-1959,1990-1999","2,3,5",13.5
3163,Non Residential,"1945-1959,1990-1999","2,3,5,6",28.0
3164,Non Residential,"1945-1959,1990-1999","2,3,7",33.3
3165,Non Residential,"1945-1959,1990-1999","2,3,Undetermined",13.8
3166,Non Residential,"1945-1959,1990-1999","2,4",18.612499999999997
3167,Non Residential,"1945-1959,1990-1999","2,4,5",20.0
3168,Non Residential,"1945-1959,1990-1999","2,5",19.9
3169,Non Residential,"1945-1959,1990-1999","2,5,6,7",25.3
3170,Non Residential,"1945-1959,1990-1999","2,6",17.4
3171,Non Residential,"1945-1959,1990-1999","2,Undetermined",11.700000000000001
3172,Non Residential,"1945-1959,1990-1999","24,5,Undetermined",12.1
3173,Non Residential,"1945-1959,1990-1999",3,14.028571428571427
3174,Non Residential,"1945-1959,1990-1999","3,4",16.75
3175,Non Residential,"1945-1959,1990-1999","3,5",26.1
3176,Non Residential,"1945-1959,1990-1999","3,7",31.6
3177,Non Residential,"1945-1959,1990-1999","3,7,8",11.7
3178,Non Residential,"1945-1959,1990-1999","3,9",11.8
3179,Non Residential,"1945-1959,1990-1999","3,Undetermined",13.4
3180,Non Residential,"1945-1959,1990-1999",4,22.3
3181,Non Residential,"1945-1959,1990-1999","4,5",19.666666666666668
3182,Non Residential,"1945-1959,1990-1999","4,6",17.9
3183,Non Residential,"1945-1959,1990-1999","4,8,9",11.8
3184,Non Residential,"1945-1959,1990-1999","5,6",23.7
3185,Non Residential,"1945-1959,1990-1999,Pre 1919",1,10.854545454545452
3186,Non Residential,"1945-1959,1990-1999,Pre 1919","1,2",12.256410256410257
3187,Non Residential,"1945-1959,1990-1999,Pre 1919","1,2,3",14.33888888888889
3188,Non Residential,"1945-1959,1990-1999,Pre 1919","1,2,3,4",20.8
3189,Non Residential,"1945-1959,1990-1999,Pre 1919","1,2,3,5",25.0
3190,Non Residential,"1945-1959,1990-1999,Pre 1919","1,2,5",30.0
3191,Non Residential,"1945-1959,1990-1999,Pre 1919","1,3",13.4
3192,Non Residential,"1945-1959,1990-1999,Pre 1919","1,3,4",14.2
3193,Non Residential,"1945-1959,1990-1999,Pre 1919","1,4",20.05
3194,Non Residential,"1945-1959,1990-1999,Pre 1919","1,4,5,Undetermined",33.2
3195,Non Residential,"1945-1959,1990-1999,Pre 1919",2,16.3
3196,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3",11.5
3197,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3,4",12.4
3198,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3,5",50.1
3199,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3,7",19.7
3200,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3,9",12.6
3201,Non Residential,"1945-1959,1990-1999,Pre 1919","2,3,Undetermined",33.4
3202,Non Residential,"1945-1959,1990-1999,Pre 1919","2,4",28.4
3203,Non Residential,"1945-1959,1990-1999,Pre 1919","3,4",18.8
3204,Non Residential,"1945-1959,1990-1999,Pre 1919","3,4,5,6",31.9
3205,Non Residential,"1945-1959,1990-1999,Pre 1919","4,5",20.9
3206,Non Residential,"1945-1959,1990-1999,Pre 1919,Unknown date","1,2,3,4,Undetermined",15.3
3207,Non Residential,"1945-1959,1990-1999,Pre 1919,Unknown date","1,2,3,Undetermined",16.4
3208,Non Residential,"1945-1959,1990-1999,Pre 1919,Unknown date","1,2,Undetermined",17.1
3209,Non Residential,"1945-1959,1990-1999,Pre 1919,Unknown date","1,3,Undetermined",13.6
3210,Non Residential,"1945-1959,1990-1999,Pre 1919,Unknown date","1,Undetermined",12.9
3211,Non Residential,"1945-1959,1990-1999,Unknown date",1,9.733333333333334
3212,Non Residential,"1945-1959,1990-1999,Unknown date","1,10,2,3,4,Undetermined",15.0
3213,Non Residential,"1945-1959,1990-1999,Unknown date","1,11,2,3,4,Undetermined",49.6
3214,Non Residential,"1945-1959,1990-1999,Unknown date","1,2",11.966666666666667
3215,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3",9.3
3216,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3,4,5,Undetermined",33.2
3217,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3,4,6,Undetermined",22.0
3218,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3,4,Undetermined",20.733333333333334
3219,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3,8,Undetermined",12.4
3220,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,3,Undetermined",19.816666666666666
3221,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,4,Undetermined",16.8
3222,Non Residential,"1945-1959,1990-1999,Unknown date","1,2,Undetermined",10.718181818181817
3223,Non Residential,"1945-1959,1990-1999,Unknown date","1,3,Undetermined",19.6
3224,Non Residential,"1945-1959,1990-1999,Unknown date","1,Undetermined",10.332558139534882
3225,Non Residential,"1945-1959,1990-1999,Unknown date","2,21,3,Undetermined",29.7
3226,Non Residential,"1945-1959,1990-1999,Unknown date","2,3,5,Undetermined",13.8
3227,Non Residential,"1945-1959,1990-1999,Unknown date","2,4,Undetermined",32.4
3228,Non Residential,"1945-1959,1990-1999,Unknown date","2,7,Undetermined",17.8
3229,Non Residential,"1945-1959,1990-1999,Unknown date","2,Undetermined",14.0
3230,Non Residential,"1945-1959,1990-1999,Unknown date","3,4,5,7,Undetermined",31.4
3231,Non Residential,"1945-1959,1990-1999,Unknown date","4,Undetermined",26.1
3232,Non Residential,"1945-1959,Post 1999",1,9.609398496240603
3233,Non Residential,"1945-1959,Post 1999","1,10",9.0
3234,Non Residential,"1945-1959,Post 1999","1,10,2",13.9
3235,Non Residential,"1945-1959,Post 1999","1,10,2,3,4,5",27.5
3236,Non Residential,"1945-1959,Post 1999","1,10,2,3,4,8",9.0
3237,Non Residential,"1945-1959,Post 1999","1,10,3",27.1
3238,Non Residential,"1945-1959,Post 1999","1,2",10.2318359375
3239,Non Residential,"1945-1959,Post 1999","1,2,3",15.079166666666666
3240,Non Residential,"1945-1959,Post 1999","1,2,3,4",21.9
3241,Non Residential,"1945-1959,Post 1999","1,2,3,5",32.8
3242,Non Residential,"1945-1959,Post 1999","1,2,3,Undetermined",20.25
3243,Non Residential,"1945-1959,Post 1999","1,2,4",16.214285714285715
3244,Non Residential,"1945-1959,Post 1999","1,2,4,6,8",51.1
3245,Non Residential,"1945-1959,Post 1999","1,2,5",23.0
3246,Non Residential,"1945-1959,Post 1999","1,2,5,9",8.5
3247,Non Residential,"1945-1959,Post 1999","1,2,5,Undetermined",45.5
3248,Non Residential,"1945-1959,Post 1999","1,2,6",20.8
3249,Non Residential,"1945-1959,Post 1999","1,2,Undetermined",14.338461538461537
3250,Non Residential,"1945-1959,Post 1999","1,3",12.912499999999998
3251,Non Residential,"1945-1959,Post 1999","1,3,4",15.8
3252,Non Residential,"1945-1959,Post 1999","1,3,4,5",33.8
3253,Non Residential,"1945-1959,Post 1999","1,3,4,5,6",31.4
3254,Non Residential,"1945-1959,Post 1999","1,3,4,5,6,7",25.6
3255,Non Residential,"1945-1959,Post 1999","1,3,5",24.4
3256,Non Residential,"1945-1959,Post 1999","1,3,6",10.0
3257,Non Residential,"1945-1959,Post 1999","1,4",15.22857142857143
3258,Non Residential,"1945-1959,Post 1999","1,4,5",15.25
3259,Non Residential,"1945-1959,Post 1999","1,5",7.4
3260,Non Residential,"1945-1959,Post 1999","1,6",17.433333333333334
3261,Non Residential,"1945-1959,Post 1999","1,74",6.7
3262,Non Residential,"1945-1959,Post 1999","1,Undetermined",14.15
3263,Non Residential,"1945-1959,Post 1999","10,11,13,7,9",43.5
3264,Non Residential,"1945-1959,Post 1999","10,3,8",46.6
3265,Non Residential,"1945-1959,Post 1999","10,6",21.7
3266,Non Residential,"1945-1959,Post 1999","10,Undetermined",25.3
3267,Non Residential,"1945-1959,Post 1999","11,2,3",41.4
3268,Non Residential,"1945-1959,Post 1999","12,13,7",21.7
3269,Non Residential,"1945-1959,Post 1999","12,2,3",48.3
3270,Non Residential,"1945-1959,Post 1999","13,2",27.3
3271,Non Residential,"1945-1959,Post 1999","14,2",57.2
3272,Non Residential,"1945-1959,Post 1999","17,20,8",52.7
3273,Non Residential,"1945-1959,Post 1999","19,2",58.9
3274,Non Residential,"1945-1959,Post 1999",2,12.653030303030302
3275,Non Residential,"1945-1959,Post 1999","2,3",14.29047619047619
3276,Non Residential,"1945-1959,Post 1999","2,3,4",30.7
3277,Non Residential,"1945-1959,Post 1999","2,3,4,8",41.5
3278,Non Residential,"1945-1959,Post 1999","2,3,5",15.7
3279,Non Residential,"1945-1959,Post 1999","2,3,6",28.1
3280,Non Residential,"1945-1959,Post 1999","2,3,7",42.5
3281,Non Residential,"1945-1959,Post 1999","2,4",13.114285714285714
3282,Non Residential,"1945-1959,Post 1999","2,4,5,6",25.2
3283,Non Residential,"1945-1959,Post 1999","2,4,6",23.03333333333333
3284,Non Residential,"1945-1959,Post 1999","2,4,8",59.6
3285,Non Residential,"1945-1959,Post 1999","2,5",17.8
3286,Non Residential,"1945-1959,Post 1999","2,5,7",28.6
3287,Non Residential,"1945-1959,Post 1999","2,6",30.9
3288,Non Residential,"1945-1959,Post 1999","2,6,7",36.8
3289,Non Residential,"1945-1959,Post 1999","2,7",6.2
3290,Non Residential,"1945-1959,Post 1999","2,8",29.2
3291,Non Residential,"1945-1959,Post 1999","2,9",11.5
3292,Non Residential,"1945-1959,Post 1999","2,Undetermined",17.900000000000002
3293,Non Residential,"1945-1959,Post 1999",3,17.45
3294,Non Residential,"1945-1959,Post 1999","3,4",24.185714285714283
3295,Non Residential,"1945-1959,Post 1999","3,4,5",25.03333333333333
3296,Non Residential,"1945-1959,Post 1999","3,4,Undetermined",44.35
3297,Non Residential,"1945-1959,Post 1999","3,5",19.8
3298,Non Residential,"1945-1959,Post 1999","3,5,8",14.8
3299,Non Residential,"1945-1959,Post 1999","3,Undetermined",21.48
3300,Non Residential,"1945-1959,Post 1999","38,4,5",117.0
3301,Non Residential,"1945-1959,Post 1999",4,21.685714285714287
3302,Non Residential,"1945-1959,Post 1999","4,5",27.6
3303,Non Residential,"1945-1959,Post 1999","4,6",35.95
3304,Non Residential,"1945-1959,Post 1999","4,8",24.8
3305,Non Residential,"1945-1959,Post 1999",5,24.2
3306,Non Residential,"1945-1959,Post 1999","5,6",27.0
3307,Non Residential,"1945-1959,Post 1999","5,6,7,8",18.6
3308,Non Residential,"1945-1959,Post 1999","5,8",15.5
3309,Non Residential,"1945-1959,Post 1999","6,7",24.35
3310,Non Residential,"1945-1959,Post 1999","6,8",26.0
3311,Non Residential,"1945-1959,Post 1999","6,9",29.5
3312,Non Residential,"1945-1959,Post 1999",9,27.9
3313,Non Residential,"1945-1959,Post 1999,Pre 1919","2,3",10.1
3314,Non Residential,"1945-1959,Post 1999,Unknown date",1,12.540000000000001
3315,Non Residential,"1945-1959,Post 1999,Unknown date","1,12,2,3,4,5,Undetermined",14.4
3316,Non Residential,"1945-1959,Post 1999,Unknown date","1,2",11.716666666666667
3317,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,3,4,Undetermined",21.5
3318,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,3,5,7,Undetermined",3.7
3319,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,3,6,Undetermined",32.8
3320,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,3,Undetermined",14.466666666666669
3321,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,4,Undetermined",14.05
3322,Non Residential,"1945-1959,Post 1999,Unknown date","1,2,Undetermined",13.25
3323,Non Residential,"1945-1959,Post 1999,Unknown date","1,3,4",19.0
3324,Non Residential,"1945-1959,Post 1999,Unknown date","1,3,Undetermined",25.35
3325,Non Residential,"1945-1959,Post 1999,Unknown date","1,Undetermined",12.749999999999998
3326,Non Residential,"1945-1959,Post 1999,Unknown date","2,3,4,6,Undetermined",30.9
3327,Non Residential,"1945-1959,Post 1999,Unknown date","2,3,5,Undetermined",29.2
3328,Non Residential,"1945-1959,Post 1999,Unknown date","2,3,Undetermined",17.7
3329,Non Residential,"1945-1959,Post 1999,Unknown date","2,4,5,6,Undetermined",31.9
3330,Non Residential,"1945-1959,Post 1999,Unknown date","2,Undetermined",12.959999999999999
3331,Non Residential,"1945-1959,Post 1999,Unknown date","3,4,5,Undetermined",21.8
3332,Non Residential,"1945-1959,Pre 1919",1,10.604585721730068
3333,Non Residential,"1945-1959,Pre 1919","1,10",9.3
3334,Non Residential,"1945-1959,Pre 1919","1,10,11,3,4",49.6
3335,Non Residential,"1945-1959,Pre 1919","1,10,2",48.0
3336,Non Residential,"1945-1959,Pre 1919","1,10,2,3",29.3
3337,Non Residential,"1945-1959,Pre 1919","1,11",31.9
3338,Non Residential,"1945-1959,Pre 1919","1,11,2",8.1
3339,Non Residential,"1945-1959,Pre 1919","1,11,3",43.7
3340,Non Residential,"1945-1959,Pre 1919","1,12,2",9.1
3341,Non Residential,"1945-1959,Pre 1919","1,12,6",45.5
3342,Non Residential,"1945-1959,Pre 1919","1,13,3,4",46.2
3343,Non Residential,"1945-1959,Pre 1919","1,16,2,3",12.6
3344,Non Residential,"1945-1959,Pre 1919","1,2",10.938319621042133
3345,Non Residential,"1945-1959,Pre 1919","1,2,3",14.275418994413407
3346,Non Residential,"1945-1959,Pre 1919","1,2,3,4",18.696969696969695
3347,Non Residential,"1945-1959,Pre 1919","1,2,3,4,5",23.85
3348,Non Residential,"1945-1959,Pre 1919","1,2,3,4,6",31.33333333333333
3349,Non Residential,"1945-1959,Pre 1919","1,2,3,4,6,7",31.5
3350,Non Residential,"1945-1959,Pre 1919","1,2,3,4,7",26.7
3351,Non Residential,"1945-1959,Pre 1919","1,2,3,4,8",22.0
3352,Non Residential,"1945-1959,Pre 1919","1,2,3,4,Undetermined",18.1
3353,Non Residential,"1945-1959,Pre 1919","1,2,3,5",27.7
3354,Non Residential,"1945-1959,Pre 1919","1,2,3,6",24.8
3355,Non Residential,"1945-1959,Pre 1919","1,2,3,7",14.7
3356,Non Residential,"1945-1959,Pre 1919","1,2,3,8",21.3
3357,Non Residential,"1945-1959,Pre 1919","1,2,3,Undetermined",13.7
3358,Non Residential,"1945-1959,Pre 1919","1,2,4",17.861290322580647
3359,Non Residential,"1945-1959,Pre 1919","1,2,4,5",24.866666666666664
3360,Non Residential,"1945-1959,Pre 1919","1,2,5",27.65
3361,Non Residential,"1945-1959,Pre 1919","1,2,5,7",13.2
3362,Non Residential,"1945-1959,Pre 1919","1,2,6",25.25
3363,Non Residential,"1945-1959,Pre 1919","1,2,8",29.5
3364,Non Residential,"1945-1959,Pre 1919","1,2,9",35.2
3365,Non Residential,"1945-1959,Pre 1919","1,2,Undetermined",20.40909090909091
3366,Non Residential,"1945-1959,Pre 1919","1,3",13.630845771144278
3367,Non Residential,"1945-1959,Pre 1919","1,3,4",17.995121951219513
